id,name,city,state,lat,lng,operator,usage_type,connector_type,power_kw,chargers_total,chargers_available,status,price_per_kwh,renewable_pct,grid_load,created_at,address,availability,contact,isValidated,issue,lattitude,longitude,notes,phones,pincode,pricing,stationid,type
st_0164,EcoPlug EVCS - GO EC,Neriyamangalam,Kerala,10.05657909163412,76.77664747363907,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3,1.0,0.0,busy,9.7,44.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0165,Future Clock EVCS - GO EC,Perumbavoor,Kerala,10.08987328201421,76.49767034410803,GO EC (IN),Public - Membership Required,CCS (Type 2),80.0,4.0,0.0,busy,11.0,61.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0168,Prestige EV Super Charging Station - GO EC,Perumbavoor,Kerala,10.116599665826755,76.44569940523843,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,offline,7.9,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0170,Innate Convention Centre,Aluva,Kerala,10.13484738219786,76.35454903990177,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.5,75.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0171,Athani Energize EVCS,Athani,Kerala,10.141443983212852,76.352933830932,GO EC (IN),Public - Membership Required,CCS (Type 2),80.0,2.0,0.0,busy,11.8,92.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0172,Hotel Airlink Castle - GO EC,Athani,Kerala,10.155053463306784,76.35471452974734,GO EC (IN),Public - Membership Required,CCS (Type 2),24.0,1.0,0.0,busy,13.1,38.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0173,V-Green EVCS - GO EC,Angamaly,Kerala,10.201780086801348,76.40966162425627,GO EC (IN),Public - Membership Required,CCS (Type 2),80.0,4.0,1.0,limited,7.4,55.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0174,Gopika EV Charging Station - GO EC,Varappuzha,Kerala,10.087291499865684,76.26789062743649,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,3.0,2.0,limited,8.7,72.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0175,Power Zone EV Charging Station - GO EC,North Paravur,Kerala,10.149673029849536,76.21756419275295,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,10.0,89.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0176,Koratty Chennai Anandabhavan EVCS - GO EC,Koratty,Kerala,10.277244588754584,76.34452807905917,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,11.3,35.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0177,Parekkat's EVCS - GO EC,Mala,Kerala,10.240669118232388,76.27252885130723,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,4.0,4.0,available,12.6,52.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0178,Kodungallur SVS - GO EC,Kodungallur,Kerala,10.21129204884221,76.1989886692013,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,3.0,2.0,limited,6.9,69.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0180,FUZO EV Super Charging Station,Kodungallur,Kerala,10.378135160727652,76.12254539101707,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,9.5,32.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0182,Sree Rama EVCS - GO EC,Thrissur,Kerala,10.435594973940098,76.2658746842411,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,12.1,66.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0185,Daiz and Co. EVCS - GO EC,Thrissur,Kerala,10.526149574968883,76.18795462415846,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,9.0,46.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0186,Shobha City Mall EVCS - GO EC,Thrissur,Kerala,10.548946556742209,76.18304110696954,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,10.3,63.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0189,Amala Smart EVCS - GO EC,Peramangalam,Kerala,10.564967494138358,76.16598425547983,GO EC (IN),Public - Membership Required,CCS (Type 2),80.0,4.0,3.0,limited,7.2,43.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0191,Sree Sankara EVCS - GO EC,Vadanappalli,Kerala,10.487291202025474,76.07083611597062,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,2.0,available,9.8,77.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0192,Green Drive EV Super Charging Station,Vadanappilly,Kerala,10.494542466430332,76.06584744162073,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,11.1,94.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0193,Sree Krishna Hotel - GO EC,Guruvayoor,Kerala,10.598447823364936,76.03636788702198,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3,4.0,1.0,limited,12.4,40.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0194,Palakkad Ahalia Women and Childern Hospital EVCS - GO EC,Elappully,Kerala,10.797308592491405,76.82754081494367,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector),7.4,3.0,2.0,limited,6.7,57.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0196,Palakkad Ahalia Eye Hospital EVCS - GO EC,Elappully,Kerala,10.79348727039229,76.82652950538214,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector),7.4,1.0,0.0,offline,9.3,91.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0198,Palakkad Ahalia Food Point EVCS - GO EC,Elappully,Kerala,10.792032259171831,76.82834711933715,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector),7.4,3.0,2.0,limited,11.9,54.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0200,Ahalia Walayar - GO EC,Walayar,Kerala,10.826593048149787,76.82605307444437,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,7.5,88.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0202,Le Sky Dine EVCS - GO EC,Palakkad,Kerala,10.773957251049566,76.69819741498286,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,10.1,51.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0204,Doctor Green EVCS - GO EC,Alathur,Kerala,10.646166361085193,76.55140239344632,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,12.7,85.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0206,SJ Eco Power Charge - GO EC,Alathur,Kerala,10.638304424407124,76.52393013576875,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector),7.4,3.0,2.0,limited,8.3,48.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0208,Jeevz - GO EC,Vadakkencherry,Kerala,10.593239028175063,76.48253527396616,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,1.0,0.0,busy,10.9,82.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0209,Sanjeevani Green - GO EC,Thiruvilwamala,Kerala,10.710021712685972,76.42879294152867,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,4.0,3.0,limited,12.2,28.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0211,Green Valley - GO EC,Thirissur,Kerala,10.69271606194583,76.26858375420068,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,7.8,62.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0214,AR Dine - GO EC,Cheruthuruthi,Kerala,10.750381972119513,76.27475659553528,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,3.0,2.0,limited,11.7,42.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0215,EV Super Charging Station,Pattambi,Kerala,10.80479517192704,76.20815708375356,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,13.0,59.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0216,Pattambi Power Bank - GO EC,Pattambi,Kerala,10.811068529416133,76.18644369742707,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,7.3,76.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0218,New Kerala Hotel EVCS - GO EC,Nhangattiri,Kerala,10.784880988938935,76.17067627366248,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.9,39.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0219,Oasis EV Super Charging Station,Mannarkkad,Kerala,10.933556620012695,76.52721710150966,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,0.0,busy,11.2,56.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0221,Shalimar EVCS - GO EC,Perinthalmanna,Kerala,10.96529678353042,76.2838983337245,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,4.0,2.0,limited,6.8,90.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0223,Green Zone EVCS - GO EC,Valanchery,Kerala,10.873413080879715,76.06245822988647,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,9.4,53.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0225,Unicorn Power EVCS - GO EC,Edappal,Kerala,10.809946636248299,76.00873437017219,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,12.0,87.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0226,CG Cafe EVCS - GO EC,Pandikkad,Kerala,11.139596145163637,76.23611346181907,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,13.3,33.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0227,Karulai Malayora Express EVCS - GO EC,Karulai,Kerala,11.288049483016962,76.2979817145112,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,7.6,50.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0228,Jam Joom Super Market - GO EC,Nilambur,Kerala,11.286680725471312,76.23926379142972,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,1.0,0.0,busy,8.9,67.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0229,ABS Motors - GO EC,Nilambur,Kerala,11.253647260873336,76.20190120433364,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,10.2,84.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0230,VP Mall EVCS - GO EC,Manjeri,Kerala,11.128915821482948,76.1153946058683,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,11.5,30.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0232,Jam Joom EV Charging Station - GO EC,Malappuram,Kerala,11.043180592356803,76.08430155752035,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,1.0,0.0,busy,7.1,64.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0233,HIQ Highway Market - GO EC,Venniyour,Kerala,11.021175494360463,75.94812608969006,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,8.4,81.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0234,Chargify EV Super Charging Station,Malappuram,Kerala,11.07841705440245,75.90276391559283,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.7,27.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0235,Reliance Fresh EVCS - GO EC,Kozhikode,Keral,11.234737422888967,75.84670658837747,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,11.0,44.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0236,Top Dines Hotel - GO EC,Muthanga,Kerala,11.67080198813612,76.36101965515473,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,12.3,61.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0237,Cafe Manoila - GO EC,Kalpetta,Kerala,11.597776607258112,76.08013836547212,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,4.0,4.0,available,6.6,78.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0238,CGH Wayanad Wild EV Charging Station - GO EC,Lakkidi,Kerala,11.518344247894744,76.02125570474698,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,7.9,95.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0239,Mall of Mukkom EVCS - GO EC,Mukkom,Kerala,11.319727225409608,75.99551711292489,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,2.0,available,9.2,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0240,HOTAG EV Charging Station - GO EC,Thamarassery,Kerala,11.404693280918323,75.92956805877805,GO EC (IN),Public - Membership Required,CCS (Type 2),25.0,1.0,0.0,busy,10.5,58.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0241,Green Amp EVCS - GO EC,Kozhikode,Kerala,11.258801023176659,75.80890434709401,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,11.8,75.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0243,Calicut Malabar Gold - GO EC,Kozhikode,Kerala,11.2578618012744,75.78023060486237,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,7.4,38.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0246,Mandrin Sky - GO EC,Kannur,Kerala,11.927559724028896,75.50047314663139,GO EC (IN),Public - Membership Required,CEE 3 Pin,7.0,3.0,2.0,limited,11.3,89.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0247,JSR EVCS - GO EC,Mambaram,Kerala,11.825802052750772,75.50895671019161,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,12.6,35.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0249,Kannur H&H,Melechowa,Kerala,11.87166370155964,75.39598586155216,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,8.2,69.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0250,G Mall - GO EC,Kannur,Kerala,11.88020074722374,75.3746647850135,GO EC (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,9.5,86.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0251,Exit 17 - GO EC,Payyannur,Kerala,12.088637731621432,75.25264584630854,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,10.8,32.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0253,Periya A Star - GO EC,Hosdurg,Kerala,12.40580531032613,75.09629760947793,GO EC (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,13.4,66.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0254,Roshi EVCS (EVOK) - ChargeMOD,Kasaragod,Kerala,12.505974173728816,74.98678088662848,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,7.7,83.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0255,Kanhangad KSEB EVCS - ChangeMOD,Kanhangad,Kerala,12.34250549258168,75.1126636714031,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,9.0,29.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0259,Ammas Fast - ChargeMOD,Cheruvathur,Kerala,12.227200225146419,75.15911993928029,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,7.2,26.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0261,Mathil Service Co-Operative Bank EVCS - ChargeMOD,Mathil,Kerala,12.176970146284104,75.24675579831333,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,9.8,60.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0264,EQ Point EVCS - ChargeMOD,Payyannur,Kerala,12.207766235160376,75.27945212654578,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0,1.0,0.0,busy,6.7,40.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0266,PCR Bank EVCS - ChargeMOD,Bakkalam,Kerala,11.997449451910612,75.37090752986185,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.3,74.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0268,Manjapalam KSEB EVCS - ChargeMOD,Kannur,Kerala,11.878368279471403,75.35952615318281,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,11.9,37.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0272,Eastend Hotel and Resorts - ChargeMOD,Munnar,Kerala,10.087379401509637,77.06169962565411,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,10.1,34.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0275,Sky Penta EVCS - ChargeMOD,Iritty,Kerala,11.98556152906157,75.67618166036556,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,7.0,85.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0276,Reboost EVCS - ChargeMOD,"Panoor, Kannur",Kerala,11.754866634887236,75.5780650614575,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,8.3,31.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0277,Mindful EVCS - ChargeMOD,Payyoli,Kerala,11.520444916879683,75.61798774380323,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,4.0,4.0,available,9.6,48.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0281,EVOK Charger - ChargeMOD,Kuttiyady,Kerala,11.648901043860448,75.75593648237526,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,7.8,45.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0282,Banasura Sagar KSEB EVCS - ChargeMOD,Padinjarathara,Kerala,11.672923978163224,75.95730580932587,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.1,62.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0286,Empire Restaurant - ChargeMOD,Tharuvana,Kerala,11.736405311635153,75.98674422775375,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,7.3,59.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0287,Hotel Wayanad Square - ChargeMOD,Mananthavady,Kerala,11.796977641816383,76.00660113182988,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,2.0,available,8.6,76.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0288,Adhithya (EVOK) - ChargeMOD,Sulthan Bathery,Kerala,11.66208634339526,76.26492171189933,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,9.9,93.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0291,Meenangadi EVCS - ChargeMOD,Meenangadi,Kerala,11.654045695974416,76.15358523502817,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,0.0,busy,6.8,73.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0292,Konfudha Resort - ChargeMOD,Kalpetta,Kerala,11.591455451778742,76.0709097761802,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,8.1,90.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0296,Vythiri KSEB EVCS - ChargeMOD,Vythiri,Kerala,11.545753724925504,76.03937192662642,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,13.3,87.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0300,Thamarassery KESEB EVCS - ChargeMOD,Thamarassery,Kerala,11.444087429515278,75.95587690828084,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,11.5,84.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0304,Locus EVCS - ChargeMOD,Koduvally,Kerala,11.339683842558289,75.89871568981822,ChargeMod (IN),Public - Membership Required,CCS (Type 2),120.0,1.0,0.0,busy,9.7,81.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0307,Yadav EV Charging Station - ChargeMOD,Kunnamangalam,Kerala,11.311692154537,75.88259339920793,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,6.6,61.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0308,Kuttoth Enterprises EVCS - ChargeMOD,Kozhikode,Kerala,11.28067356202429,75.8246316733898,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,offline,7.9,78.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0309,RG Nallanna EVCS (EVOK) - ChargeMOD,Kozhikode,Kerala,11.280814669423393,75.82434977256585,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,9.2,95.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0310,Solar Sparks EVCS - ChargeMOD,Koyilandi,Kerala,11.42767541134924,75.70299624247721,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.5,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0314,Hotel Arcore,Mysuru,Karnataka,12.352687402465657,76.62920329960254,Zeon Charging,Public,CCS (Type 2),60.0,3.0,2.0,limited,8.7,38.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0316,Manipal Hospital Mysore,Mysuru,Karnataka,12.350145879658738,76.66019890702131,Zeon Charging,Public,CCS (Type 2),60.0,1.0,0.0,busy,11.3,72.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0317,Pavangad KSEB EVCS - ChargeMOD,Pavangad,Kerala,11.312411619159988,75.75859062889715,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,4.0,available,12.6,89.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0321,Gandhi Road KSEB EVCS - ChargeMOD,Kozhikode,Kerala,11.262784457971504,75.76824105215104,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,10.8,86.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0325,Mountainpass Residency - ChargeMOD,Vazhikadavu,Kerala,11.386628059572274,76.35472249074127,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,9.0,83.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0326,Trends Edavannappara EVCS - ChargeMOD,Edavannappara,Kerala,11.24532314543434,75.97749174887804,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.3,29.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0327,Indus Motors - ChargeMOD,Feroke,Kerala,11.180743762022216,75.85119863600679,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,11.6,46.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0328,Kay Pees Electricals (EVOK) - ChargeMOD,Pulikkal,Kerala,11.168867778013905,75.92676863268412,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,12.9,63.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0330,NOS2 Varalakshmi Motors EVCS - ChargeMOD,Pingottormad,Kerala,11.144918979517485,75.89616975961107,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,8.5,26.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0331,Tirur KSEB EVCS - ChargeMOD,Tirur,Kerala,10.916247276818709,75.9182865420172,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,9.8,43.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0334,Relax Point Restaurant,Karippol,Kerala,10.922820413293309,76.03291841407719,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,6.7,94.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0336,Thirunilath ECVS Charging Station - ChargeMOD,Kottakkal,Kerala,11.001726591966232,75.98044942341241,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,offline,9.3,57.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0337,Malappuram KSEB EVCS - ChargeMOD,Munduparamba,Kerala,11.054224531620463,76.09214302066452,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,4.0,available,10.6,74.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0341,Krishna Enterprises - ChargeMOD,Manjeri,Kerala,11.123033354978745,76.11586842746766,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,8.8,71.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0342,Golden Baked EVCS - ChargeMOD,Manjeri,Kerala,11.123411072326247,76.1241851617412,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.1,88.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0343,EcoCharge EVCS - ChargeMOD,Pandikkad,Kerala,11.096399860074243,76.21070705445254,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,11.4,34.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0345,MKM Melattur (EVOK) - ChargeMOD,Melattur,Kerala,11.056208090445123,76.2785120254236,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,7.0,68.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0347,Green Drive EVCS - ChargeMOD,Vengoor,Kerala,11.034502393123473,76.261886610857,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,9.6,31.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0348,Hotel Mughal Park - ChargeMOD,Perinthalmanna,Kerala,10.977193894783383,76.22165088752695,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,10.9,48.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0349,Avenue Plaza - ChargeMOD,Mannarkkad,Kerala,10.988864520921608,76.43668850614374,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,4.0,3.0,limited,12.2,65.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0350,Velanthavalam,Vellamthavalam,Kerala,10.809362994233211,76.8463215936606,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,6.5,82.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0354,Flash Charge EVCS - ChargeMOD,Kanjikkode,Kerala,10.802279980273395,76.78520298821064,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,11.7,79.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0356,Electrica EVCS - ChargeMOD,Palakkad,Kerala,10.785354858796723,76.60395568328435,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,7.3,42.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
